2.427626624315107340e-01,1.634601646263190294e-02,2.259971508166334908e-02,9.425889355550378865e-03,5.187373663449906108e-02,1.658008739597396225e-02,5.306260761913096646e-02,1.291792370831895131e-01,3.602403682489809245e-01,3.812074558897741161e-01,1.356097383198363315e-01,3.593420708942235420e-02,1.611188427975430645e-02,2.374692763219674041e-02,4.906829790851711948e-02,6.176505829394720454e-02,5.463418903495168011e-02,3.812074558897741161e-01,4.778392723140552356e-02,1.538470208574106235e-03,1.328809110962324118e-02,3.664816375872652875e-03,4.692914912996915683e-02,1.382130185788130357e-02,9.816310228269882476e-02,8.893882889826748572e-02,3.812074558897741161e-01,3.812074558897741161e-01,1.773823153027835262e-02,1.301091654480846654e-02,3.355749761232902553e-03,7.237377826326775801e-03,1.100082782924740980e-02,3.203254750956347624e-02,8.683280153522206224e-02,3.812074558897741161e-01,0.000000000000000000e+00
6.041817730630891226e-02,7.964862512305860565e-02,3.061212386195416024e-01,1.474952918307069205e-01,1.730411489399327207e-01,1.750848079743288696e-02,2.107182643413997233e-02,4.094802225474748932e-03,5.116544621114990817e-03,2.359062185480539642e-01,3.061212386195416024e-01,3.061212386195416024e-01,1.018112149698709029e-01,1.889420778382081001e-01,2.231332417182921579e-01,1.279427823922688889e-01,4.087570909884817583e-02,6.273619306366080839e-02,1.714125143780787508e-01,2.479108963826056888e-01,3.061212386195416024e-01,1.204644307964791022e-01,1.616543085301656857e-01,7.760101205224545842e-03,2.519468406413467865e-02,2.448160580490608279e-02,4.632239501755395367e-02,2.807130635401208774e-01,3.061212386195416024e-01,2.010865605040591531e-01,7.062063521224404283e-02,7.345349939853350330e-02,1.067452610477026137e-01,1.783049716116910655e-02,7.946811227242464581e-02,1.136234680607903641e-01,0.000000000000000000e+00
9.180709213037095695e-02,9.045902722209868407e-02,1.405405803958871269e-01,9.494188365859738965e-02,2.311898471205395544e-01,6.321768448551369490e-02,6.740899572603330919e-03,2.757029327922488893e-02,6.469698284957782486e-02,8.936130129376118614e-02,4.862264663732804304e-02,4.702793688922096704e-02,6.212506413759737861e-02,1.385040811146455997e-01,2.133986244464519400e-01,1.191845648008991870e-01,1.303337584256250015e-01,5.413916965054867136e-02,1.091049728492214793e-01,3.317373401079737327e-01,1.503397400659666483e-01,2.301406416313924175e-01,3.317373401079737327e-01,8.145458686621365185e-02,1.338270383702505617e-01,3.841447421490670061e-02,6.950990286267343110e-02,2.053541290482891746e-01,0.000000000000000000e+00,4.120852488188408991e-02,2.723085190145675960e-01,3.317373401079737327e-01,3.317373401079737327e-01,2.800361199228341702e-01,1.228937428391029818e-01,8.280038649989632238e-02,0.000000000000000000e+00
1.732612565647689007e-01,2.593302747018413207e-02,2.004704471440758029e-01,2.357328024162165803e-01,1.903563950860605591e-01,1.976084332070340843e-01,1.717206856450053942e-01,1.943105727049734832e-01,1.118548749261422393e-01,2.114952295482218358e-01,8.188046664410456033e-02,4.146032485960229885e-02,1.148498236967709363e-01,9.121558131022387828e-02,1.882496778738883547e-01,2.357328024162165803e-01,2.357328024162165803e-01,2.357328024162165803e-01,1.575847211906841183e-01,2.357328024162165803e-01,1.303883296986207974e-01,1.516060542210767581e-01,1.025218181524816946e-01,1.271210364284478533e-01,2.023693642733795026e-02,5.088587699781617346e-02,2.751940531934251796e-02,1.745048008236076142e-01,2.357328024162165803e-01,8.429680256038682429e-02,1.891711494148039796e-01,1.986732670732028194e-01,1.320979238587483562e-01,7.482170728863415943e-02,2.094728984749842093e-01,2.357328024162165803e-01,0.000000000000000000e+00
9.975501965933544768e-02,2.307302620130974036e-01,2.478928120319940642e-01,2.478928120319940642e-01,2.462864339935953162e-01,6.328626485214546016e-02,2.215493540568599234e-02,3.205318931065775923e-02,3.379454686454133605e-03,7.003479955253948119e-02,4.083827400022081722e-02,5.148188770230502365e-02,1.114861587082663918e-01,1.540869008289606490e-01,2.211641899747694984e-01,2.478928120319940642e-01,2.478928120319940642e-01,1.176019431452687974e-01,2.441802798725683024e-02,1.459534689954295195e-01,2.394542973964965127e-01,1.146919651453252725e-01,2.478928120319940642e-01,4.492774172322190618e-02,2.478928120319940642e-01,1.835902231307807442e-01,7.703493222615542813e-02,2.003838588913280094e-01,6.282414855584902980e-02,8.241259274645040822e-02,9.197246391005149679e-02,1.279797618935895609e-01,1.248312563018645766e-01,2.133368175636858877e-01,2.478928120319940642e-01,2.478928120319940642e-01,0.000000000000000000e+00
1.876324534530100230e-01,2.676916894587503815e-01,2.676916894587503815e-01,1.436561269275502262e-01,2.676916894587503815e-01,1.839537880772613154e-01,1.072255978601271836e-01,1.032946914594648491e-01,1.002114282384560101e-01,1.121174148342736904e-01,6.986637670324283289e-02,5.869739364194488662e-02,2.676916894587503815e-01,3.757273906766742805e-02,8.861804472095170804e-02,4.377193718514988535e-02,2.676916894587503815e-01,1.902206107362087451e-01,6.987431326597376424e-02,6.706400077627522327e-02,1.216256302524801464e-01,6.408913028484773677e-02,1.893979045108556691e-01,2.676916894587503815e-01,2.676916894587503815e-01,2.676916894587503815e-01,9.915578161195148787e-02,1.185382921168253723e-01,1.379460823258297220e-01,9.603004026200756549e-02,3.277044834912483384e-02,7.776915191758757007e-02,1.303046195819000663e-01,8.020346784374289550e-02,2.676916894587503815e-01,1.345270537546603695e-01,0.000000000000000000e+00
1.499083642353999102e-01,1.665473532133884271e-01,4.832221127940417027e-02,3.006128246041413318e-04,1.906838691403891506e-01,1.283636088095622615e-02,6.186774266296090480e-02,1.024965282846042455e-03,1.641031947543010738e-01,2.902418413806358011e-01,2.844601731160582500e-02,1.104930809355685051e-02,2.180480219887631632e-02,0.000000000000000000e+00,6.356089223955487498e-03,5.600251352307191594e-02,2.902418413806358011e-01,2.902418413806358011e-01,2.902418413806358011e-01,2.093000591288762258e-01,1.554448452564753322e-02,9.393890693810272308e-02,1.262462536103260702e-01,1.732612996747264489e-01,2.392147191503559145e-01,1.936983877789994757e-01,2.902418413806358011e-01,1.982575963012084830e-01,1.616093116716428857e-01,2.363588754967337335e-01,1.783247686780825292e-01,3.252171795428505929e-02,5.542816797682259544e-02,4.156120879605518931e-02,1.327636099017884819e-01,2.902418413806358011e-01,0.000000000000000000e+00
2.655435960306163357e-01,1.594623342019560741e-01,2.655435960306163357e-01,1.094993249954531733e-01,1.199253135124595387e-01,1.723073502261163181e-02,1.571231067045117044e-02,1.352394427417645019e-02,9.618488026235048893e-02,2.655435960306163357e-01,2.655435960306163357e-01,1.624172567912330889e-01,6.368094211692729156e-02,8.505062295747482792e-03,9.785714737944500863e-02,2.655435960306163357e-01,3.983244984743705003e-02,1.230624558353949211e-01,1.702183579363228394e-01,7.373076916340971787e-02,7.489070174265476110e-02,1.905346530672232322e-02,1.920692633910770497e-01,2.257693290693923438e-01,2.655435960306163357e-01,2.083480901767626459e-01,2.074405501767577764e-01,2.044509277292961003e-01,8.272310609369039336e-03,6.921967958870675793e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.073180095949733015e-02,2.655435960306163357e-01,2.655435960306163357e-01,2.290553101352816034e-01,0.000000000000000000e+00
9.382438837748943716e-02,1.307850526351669040e-01,1.119309938905857921e-01,1.186798863337626547e-01,6.736674948140111696e-02,5.917941026225637460e-03,3.637573398041298728e-02,6.500189099208371520e-03,2.299154300426602127e-02,3.342097747282608000e-01,3.557110341003826282e-01,1.262669890088565228e-01,3.400565874219852597e-02,5.312184024191061310e-02,5.738934554969295915e-02,1.613047619722108791e-02,1.093400835535159737e-01,1.095351151256621358e-01,2.484130115052595456e-01,3.557110341003826282e-01,2.797499365543749672e-01,6.157657769335982134e-02,1.713895547522341078e-01,3.074614207961776438e-02,5.315525495324414235e-02,9.761372805864152249e-03,4.283974058851758304e-02,3.557110341003826282e-01,3.557110341003826282e-01,8.673544914612300871e-02,3.894632768974219672e-02,3.009671137533406760e-02,8.676162517789980100e-02,4.415619027689807879e-02,1.152588266402024553e-01,2.534191305999497490e-01,0.000000000000000000e+00
1.957182559607074102e-01,3.323618748274979606e-01,7.701400865010341046e-02,9.893543764387685568e-02,1.114499837099113960e-01,2.361505166141023102e-03,7.558403770557262091e-03,7.882202792682741974e-03,0.000000000000000000e+00,3.323618748274979606e-01,6.499475653777160578e-02,2.119050304943073670e-02,1.833345968771321610e-02,9.803747311091690064e-02,4.654200778581550624e-02,5.726727882964902094e-02,2.223080431918507405e-01,2.323852591306168613e-01,3.323618748274979606e-01,2.045433537929182699e-01,1.054006619218402913e-01,5.264057787685479800e-02,1.513278848211829508e-01,3.731992597267157902e-02,5.115598340371283609e-02,6.022010499870546207e-02,9.754489866907181672e-02,3.323618748274979606e-01,2.898190033184425696e-01,6.200935716786567381e-02,1.508840482977276964e-01,5.603836798604695801e-02,3.229492698909711829e-02,3.110284953403750358e-02,2.146862798417236429e-01,3.323618748274979606e-01,0.000000000000000000e+00
