6.346713389571008446e-02,1.730527795799227109e-01,3.270892707284160650e-02,1.446844858780058085e-02,1.770165419475603491e-02,4.000529006950252937e-03,1.244460202878279811e-02,7.048609532190486943e-03,6.116261112069840827e-03,3.060405481552729845e-01,1.700343131034488253e-01,3.949344998025147019e-02,1.940900778035046792e-01,3.060405481552729845e-01,2.181680604096618015e-01,3.648536208666685460e-02,2.294363486335778135e-01,3.111616146793118320e-02,1.279363997605990622e-01,3.060405481552729845e-01,2.968247048417563261e-01,5.691621725143099914e-02,6.536996567453577656e-02,2.409400221100146122e-01,7.385321738886287124e-02,2.867674344531821740e-02,8.922889676087270017e-02,3.060405481552729845e-01,6.741614690729821890e-02,4.398937515859851349e-02,6.840670285285303798e-02,1.656360102540740675e-01,8.864885921638569755e-02,2.828232753122592036e-02,3.060405481552729845e-01,3.060405481552729845e-01
2.845726490167860834e-01,1.891351010198800420e-01,6.153598114232802091e-02,5.663270732288361309e-02,1.741488014053767241e-01,8.763304633599801330e-02,6.783513735696704294e-02,1.714345170287922063e-02,8.588259860510411015e-02,2.845726490167860834e-01,2.845726490167860834e-01,2.082059190620681455e-01,3.712560687875066795e-02,1.357082796635467881e-01,1.499413617229535534e-01,1.296367248413667073e-01,2.845726490167860834e-01,2.845726490167860834e-01,2.845726490167860834e-01,2.845726490167860834e-01,7.575436519436203053e-02,7.342780322341146970e-03,1.268563244160757775e-01,2.252967713150560991e-02,4.449729289559380824e-02,9.816093848339797756e-02,1.124890257784161990e-01,2.033360887416724716e-01,1.206747665372594064e-01,9.959293414682898749e-02,8.223997694692061766e-02,1.007902970738175086e-01,5.256843702434543797e-02,7.227477791713354804e-02,2.845726490167860834e-01,1.388225297288615545e-01
1.690445764412748797e-01,8.959226221410079849e-02,1.554027244912557226e-01,7.391831492419449756e-02,1.255835616700602675e-01,2.939393644123246274e-02,4.287624422654664341e-02,3.771748102331509006e-02,1.869082755380712946e-01,2.643928482556141546e-01,2.320974663191540666e-01,8.871264564830876054e-02,3.546800549493414612e-02,1.346599549282101980e-02,1.232612552810851553e-01,2.223658003780558945e-01,2.095237479662929170e-01,2.643928482556141546e-01,1.249947235862963468e-01,7.674959742421426367e-02,9.397361419854759201e-02,5.642023365790266309e-02,1.228207025935893759e-01,5.080268125901870463e-02,2.567831588390653841e-01,1.086827681820078662e-01,1.218518866932307987e-01,1.831281833624452127e-01,2.643928482556141546e-01,2.643928482556141546e-01,1.610587724397050946e-01,1.868978033103436409e-01,2.643928482556141546e-01,2.643928482556141546e-01,1.551021872862861084e-01,1.598662643616617085e-01
3.281742934307115833e-01,4.394203755704840370e-02,1.024088053071778130e-02,2.020645664727823559e-02,5.295145939930652468e-02,6.638202412977726834e-03,4.192603549323470975e-04,4.329943396111736453e-03,9.378265575736437210e-02,2.129797901346107969e-01,1.665412137335645429e-02,1.459190941195491996e-02,4.097348657153798007e-02,2.437829406490753248e-02,2.863556901510177360e-02,3.362526823906098611e-02,5.173312062005926137e-02,3.281742934307115833e-01,1.229954355084974527e-01,1.096819996708011252e-01,9.170145353353161000e-02,3.281742934307115833e-01,3.281742934307115833e-01,3.281742934307115833e-01,2.684844234944490024e-02,2.545559517989884335e-02,4.906433605532890818e-02,3.166475519370068326e-02,3.274374398667891789e-02,6.589626658145583682e-02,3.281742934307115833e-01,3.281742934307115833e-01,3.281742934307115833e-01,7.490604895897451376e-02,1.069798997831574866e-01,9.348864546850289836e-02
1.355950518751407596e-01,3.919017466807247704e-03,6.476310769029439141e-02,2.107910441795182721e-02,3.241692797518485047e-01,1.958726203554558235e-03,4.233489975651524850e-02,7.245623077808377444e-03,0.000000000000000000e+00,3.241692797518485047e-01,1.207944578392144835e-01,1.751655985419669215e-01,1.080957968749785281e-01,2.034720530697248786e-01,3.241692797518485047e-01,3.099520319510657429e-01,2.213835556927949422e-01,2.881821342602001734e-01,3.941477957428681650e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.018780862236962022e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.764645561943313967e-03,3.241692797518485047e-01,1.047850238232724135e-01,1.589316634669895312e-01,1.875828832771159194e-01,1.471882936216562243e-01,3.546487400472909945e-02,1.264987006732143371e-01,1.059815050699819960e-01,3.241692797518485047e-01
3.040978437938091639e-01,2.974003650548556199e-01,2.051012315569903099e-01,1.698613572719689935e-01,2.475236047435555586e-01,1.184522080627276597e-01,1.031987853594538568e-01,7.746469429696202502e-02,1.779078577409406170e-01,1.207243699697101713e-01,1.728606299234133337e-01,9.764331918391175313e-02,5.082766361043689063e-02,1.563154741731589623e-02,4.932301153505026098e-02,2.173273352844708878e-02,2.034595430107347114e-01,3.040978437938091639e-01,3.040978437938091639e-01,3.040978437938091639e-01,1.262818205979326092e-01,7.595168567313261010e-02,2.459556322422778440e-01,1.634020184155140706e-02,5.435325771737055389e-02,2.784217833083614882e-02,9.180982936725901045e-02,2.266217287815772974e-01,2.184497116805758990e-02,2.398635036101233117e-02,1.784728441632172508e-02,2.026493719980090522e-02,2.146433175193779297e-02,5.385944305326378911e-02,4.900112966910592088e-02,3.040978437938091639e-01
1.642227262517594877e-01,2.930341849847437757e-02,3.885305783250022488e-02,6.769170762329812518e-02,1.101354137727967170e-01,7.530996522749577871e-02,5.651589067739311301e-02,8.161364955373547059e-02,2.435620979131911112e-01,2.543126205915332005e-01,3.598378308527505620e-02,6.835755048919267551e-02,6.956141274649291217e-02,2.066908182131079186e-01,2.196378928100352901e-01,1.036341958934661744e-01,2.094641208034770663e-01,2.329288666937960051e-01,2.543126205915332005e-01,1.210272758829208234e-01,1.926050081481635867e-01,1.420621889629367363e-01,2.000733848448133512e-01,8.828887418784148178e-02,1.800456651339460701e-01,1.198776445063878954e-01,2.543126205915332005e-01,1.508745149398608709e-01,2.543126205915332005e-01,1.914259216496465854e-01,1.554837329039346350e-01,2.049687221327186060e-01,2.513490556030270606e-01,1.657793491986695456e-01,7.333427365808276033e-02,1.469488230874008428e-01
2.713603456337252973e-01,7.380130160898336344e-02,1.680912530847172015e-01,1.283164337893682172e-01,2.487462041397855428e-01,1.108541217649706978e-01,1.066577453952296667e-01,7.444083207216349758e-03,2.084095617159656966e-01,2.713603456337252973e-01,2.713603456337252973e-01,2.713603456337252973e-01,8.966198726187554757e-02,1.475280735903902740e-01,4.578817930563485600e-02,1.645582287131875376e-01,1.137767897292312341e-01,2.064964468004201747e-01,1.460942177601869951e-01,4.267380376327465502e-02,5.572118472194505928e-02,1.739121251757014819e-01,2.463516327882208090e-01,1.027170166911715310e-01,2.521238138418966934e-01,1.537514665199983810e-01,1.680998509235198668e-01,2.713603456337252973e-01,7.938200327097602593e-02,6.567826943942360607e-03,2.968204676501009359e-02,8.474920696065584014e-02,2.286229990446596132e-03,4.080007495005549129e-02,7.158136329391180663e-02,2.713603456337252973e-01
2.942198412668673435e-01,2.347907423052150999e-01,7.150823821079269060e-02,7.523378289223155158e-02,1.467061397803797740e-01,1.094427919821267144e-02,3.189951374081045204e-02,2.693766880193552635e-02,1.673992293701601630e-01,2.942198412668673435e-01,2.942198412668673435e-01,1.676520608538189794e-01,2.881156234934150948e-02,4.612696441707326428e-02,2.543734005235585849e-02,6.248283212882616011e-02,1.183930960788705106e-01,2.942198412668673435e-01,2.942198412668673435e-01,1.787824503867870563e-01,3.722954967145697402e-02,8.152796355251497318e-02,7.800849688845526431e-02,1.782763217798516153e-01,1.179532290724365357e-01,1.795874113400925953e-01,2.942198412668673435e-01,2.942198412668673435e-01,7.269492077685797693e-02,6.909679350386828400e-02,3.565497306048846793e-02,3.242583269815201702e-02,1.418704831779394812e-02,5.677589341402311529e-02,2.647928720627823473e-02,2.942198412668673435e-01
3.430502576389172359e-02,4.006829986920202452e-02,8.925971755106713867e-02,2.678919683011072861e-01,2.678919683011072861e-01,8.291036021284570179e-02,7.236416277019766530e-02,4.302307837607972224e-02,3.474363922302124274e-03,2.678919683011072861e-01,1.015532265695986425e-01,4.038992984109352619e-02,4.637825889654816763e-02,5.341379997107843780e-02,3.328705698304866567e-02,5.229912273392374467e-02,2.300512880217873146e-01,2.678919683011072861e-01,4.865112708461572649e-02,1.157947819090668351e-01,4.736099392950150061e-02,8.920379442281402282e-02,2.678919683011072861e-01,2.678919683011072861e-01,2.313013311131525973e-01,1.829455579255371278e-01,2.678919683011072861e-01,2.678919683011072861e-01,2.217393821323337399e-01,1.244747424645368944e-01,1.979491650855183804e-01,6.884745970944822213e-02,4.582950925019907418e-02,1.066912227944051134e-01,1.437074528020572672e-01,2.678919683011072861e-01
